datetime,district,T2M,PS,RH2M,T2M_diff,PS_diff,RH2M_diff,T2M_roll_mean,T2M_roll_std,hour,PS_roll_mean,PS_roll_std,RH2M_roll_mean,RH2M_roll_std,month,T2M_mean,T2M_std,PS_mean,PS_std,RH2M_mean,RH2M_std,T2M_seasonal_zscore,PS_seasonal_zscore,RH2M_seasonal_zscore,anomaly_flag,anomaly_score
2023-01-01 05:00:00,Hyderabad,16.93,959.6,95.39,-0.0599999999999987,0.8000000000000682,1.1500000000000057,17.621666666666666,0.7707507162933221,5,958.9666666666668,0.4589843860815759,88.755,6.424648628524367,1,15.2025,2.048777396677884,958.5120967741937,1.6792174300996483,89.02008064516129,14.844518273008092,0.8431857959782074,0.6478632286123464,0.4291091996175578,1,0.10086752679394861
2023-01-01 06:00:00,Hyderabad,17.11,960.6,94.64,0.1799999999999997,1.0,-0.75,17.326666666666668,0.4746647940038024,6,959.1666666666666,0.811582815655135,91.36333333333332,4.5790421123491205,1,15.646209677419357,2.0035199077420214,959.383870967742,1.665986223543395,88.50467741935483,14.255310488757091,0.7306093225848425,0.7299754434172353,0.4303885618965637,1,0.08925049989621348
2023-01-01 07:00:00,Hyderabad,19.19,961.5,84.36,2.080000000000002,0.8999999999999773,-10.28,17.495,0.8602732124156864,7,959.5833333333334,1.2384129628951652,91.49333333333334,4.317479202806506,1,18.329919354838708,1.5847394676839948,960.266129032258,1.6616617745900983,76.11016129032258,13.42855070204949,0.5427268410360546,0.7425524174715541,0.6143506393745316,1,0.051039235023111085
2023-01-01 08:00:00,Hyderabad,22.46,962.1,67.62,3.27,0.6000000000000227,-16.739999999999995,18.31,2.207287928658153,8,960.1833333333334,1.4607075910896308,88.02833333333335,10.785127568400236,1,21.376774193548385,1.7128564780653872,960.9362903225808,1.6547214870123486,61.77032258064516,12.044203945283533,0.6324089731528948,0.70326619104973,0.4856840224501147,1,0.02409895093153336
2023-01-01 09:00:00,Hyderabad,26.17,962.0,50.73,3.710000000000001,-0.1000000000000227,-16.890000000000008,19.808333333333334,3.7787109795096354,9,960.7666666666668,1.3485794995723863,81.16333333333334,18.302164535012437,1,24.5258064516129,1.7951497873387712,961.0096774193548,1.6294754183473072,48.70822580645161,11.88934571547538,0.9159088338943256,0.6077554589007567,0.1700492392038707,-1,-0.0031947507951231024
2023-01-01 10:00:00,Hyderabad,27.92,961.5,44.98,1.75,-0.5,-5.75,21.63,4.676293403968576,10,961.2166666666668,0.953764471275214,72.95333333333333,21.948375490378947,1,26.551290322580645,1.8784455464891947,960.3846774193548,1.62541023488876,41.5233064516129,10.744064704611036,0.7286395285599141,0.6861791298622533,0.3217305222392771,1,0.034397737371573256
2023-01-01 11:00:00,Hyderabad,29.08,960.4,41.7,1.1599999999999966,-1.1000000000000227,-3.279999999999994,23.655,4.861015326040436,11,961.35,0.7063993204981379,64.00500000000001,21.916143593251096,1,27.90322580645161,1.959133933587777,959.2830645161292,1.6495242859041337,37.32403225806452,9.82047271885194,0.6006604108956197,0.6771258194956792,0.4455964460381958,1,0.04677209563499285
2023-01-01 12:00:00,Hyderabad,29.82,959.2,39.76,0.740000000000002,-1.1999999999999318,-1.9400000000000048,25.773333333333337,4.156766371431845,12,961.1166666666668,1.1160943807164634,54.85833333333333,17.600764093262207,1,28.728629032258063,2.031762555215619,958.0008064516128,1.681148270364594,34.81612903225806,9.337957917259857,0.5371547796962509,0.7133181347098383,0.5294381289300855,1,0.07767798614275029
2023-01-01 13:00:00,Hyderabad,30.11,958.1,38.99,0.2899999999999991,-1.1000000000000227,-0.769999999999996,27.593333333333334,2.897776158827087,13,960.55,1.6281891781977085,47.296666666666674,10.838056406324364,1,29.054435483870968,2.097331367648549,956.9153225806452,1.7150242054201266,33.55887096774194,9.155283357115117,0.5032893382567828,0.6907642560442403,0.5932234776804816,1,0.09872840179362191
2023-01-01 14:00:00,Hyderabad,29.97,957.5,38.96,-0.1400000000000005,-0.6000000000000227,-0.0300000000000011,28.845,1.5416192785509653,14,959.7833333333332,1.823641046551285,42.52,4.623422974377552,1,28.843145161290323,2.155740442819049,956.333870967742,1.7489549537852167,33.45451612903226,9.273181048369286,0.5227228734624908,0.6667576141594264,0.5936995991182441,1,0.11245609843902521
2023-01-01 15:00:00,Hyderabad,29.39,957.2,39.97,-0.5799999999999983,-0.2999999999999545,1.009999999999998,29.381666666666664,0.8119462215360501,15,958.9833333333332,1.7057745063948244,40.72666666666667,2.3100793637165253,1,28.04959677419355,2.189812851339572,956.2798387096774,1.7661671255114106,34.92790322580645,9.76614704415818,0.6121085758476975,0.5209933290181764,0.5162831105650388,1,0.11705461196292888
2023-01-01 16:00:00,Hyderabad,27.48,957.6,53.86,-1.91,0.3999999999999772,13.89,29.308333333333334,0.974051675562785,16,958.3333333333334,1.232341943888288,42.20666666666667,5.79540392610117,1,25.90225806451613,2.302966922973151,956.6314516129032,1.7809455301551478,46.73153225806452,11.71834216779629,0.6850910100988304,0.5438394216427423,0.6083170844358469,1,0.08586524138836493
2023-01-01 17:00:00,Hyderabad,24.21,958.2,66.02,-3.27,0.6000000000000227,12.159999999999997,28.496666666666663,2.3122254792010803,17,957.9666666666668,0.7118052168018546,46.26,11.279845743626192,1,22.414516129032258,2.2202619617062167,957.2620967741937,1.7810927833085453,58.44685483870968,12.008379957951412,0.8086810934633848,0.5265886396239648,0.6306550248916568,1,0.05977461283780555
2023-01-01 18:00:00,Hyderabad,22.79,959.1,69.03,-1.4200000000000017,0.8999999999999773,3.010000000000005,27.325,3.1403805501881457,18,957.95,0.6774953874379164,51.13833333333333,13.925578503842074,1,21.231612903225805,2.142995922472698,958.1233870967742,1.7595319439970425,60.45556451612903,11.852766155306924,0.7272002155636614,0.5550413032043647,0.7234121867857722,1,0.09251869999052048
2023-01-01 19:00:00,Hyderabad,21.88,959.7,71.91,-0.91,0.6000000000000227,2.8799999999999955,25.953333333333333,3.461587304498713,19,958.2166666666668,0.9907909298466144,56.625,14.64832925626679,1,20.45217741935484,2.0648162029600337,958.8870967741937,1.7110814220355082,62.2325,11.698389968090844,0.6915010539912914,0.4750815568083696,0.8272505897304554,1,0.10228574771129356
2023-01-01 20:00:00,Hyderabad,21.07,960.3,75.61,-0.8099999999999987,0.599999999999909,3.700000000000003,24.47,3.299230213246721,20,958.6833333333334,1.218879266648773,62.73333333333333,13.396830470923636,1,19.75354838709677,1.943002953501216,959.2814516129032,1.68809157341693,64.13266129032257,11.460357129814044,0.6775345403006368,0.6033727098317747,1.0014817670750595,1,0.09726018274707698
2023-01-01 21:00:00,Hyderabad,20.34,960.4,79.48,-0.7300000000000004,0.1000000000000227,3.870000000000005,22.961666666666662,2.593248284809355,21,959.2166666666666,1.137394683769108,69.31833333333333,8.938495212655644,1,19.096290322580646,1.815351191243135,959.3112903225808,1.6774065191463403,66.30298387096774,11.37733040399588,0.6851069277497062,0.6490434280494727,1.158181722876248,1,0.11766495686209011
2023-01-01 22:00:00,Hyderabad,19.69,960.1,82.92,-0.6499999999999986,-0.2999999999999545,3.4399999999999977,21.663333333333338,1.661272604561533,22,959.6333333333332,0.8477420991470188,74.16166666666668,6.399710670543453,1,18.440967741935484,1.7180526030708227,959.0266129032258,1.676771426892654,69.07870967741935,11.588326686571378,0.7270046655335317,0.6401511139555923,1.1944166484898997,1,0.1240746829901046
2023-01-01 23:00:00,Hyderabad,19.09,959.8,86.04,-0.6000000000000014,-0.3000000000000682,3.1200000000000045,20.81,1.3832281084477682,23,959.9,0.4774934554520138,77.49833333333333,6.523641365577028,1,17.770887096774196,1.672335406169007,958.6443548387095,1.6682741395745442,72.67532258064516,12.18919856609587,0.7887848922888222,0.6927189805777461,1.096436106679611,1,0.12379383753515827
2023-01-02 00:00:00,Hyderabad,18.52,959.3,89.55,-0.5700000000000003,-0.5,3.509999999999991,20.098333333333333,1.253114785910156,0,959.9333333333334,0.4131182235948705,80.91833333333334,6.57481685423006,1,17.057419354838707,1.7050731910799062,958.2330645161288,1.666392909591626,77.295,13.288574192329314,0.857781737941096,0.6402664568060894,0.9222208359324254,1,0.11576392734656127
2023-01-02 01:00:00,Hyderabad,18.01,958.8,93.07,-0.509999999999998,-0.5,3.519999999999996,19.453333333333333,1.1438647938749824,1,959.7833333333332,0.6242328625330438,84.44500000000001,6.450267436316185,1,16.468145161290323,1.7769698182170826,957.741935483871,1.6862474224702777,81.48056451612904,14.6001748682266,0.8676876910924092,0.6274669434803121,0.7937874435389322,1,0.12457594748664014
2023-01-02 02:00:00,Hyderabad,17.58,958.5,96.5,-0.4300000000000032,-0.2999999999999545,3.430000000000007,18.871666666666663,1.0399887819907752,2,959.4833333333332,0.7467708260679397,87.92666666666668,6.364959282404539,1,15.996370967741935,1.8726870111558684,957.4435483870968,1.696397039710572,84.81322580645161,15.32811161786523,0.8456453335897323,0.62276199979895,0.7624405722572642,1,0.1261833770761821
2023-01-02 03:00:00,Hyderabad,17.27,958.5,98.87,-0.3099999999999987,0.0,2.3700000000000045,18.36,0.9215638881813832,3,959.1666666666666,0.680196050169537,91.15833333333336,6.136968035330455,1,15.647419354838709,1.9559855482564772,957.441129032258,1.7019363480485272,86.8733064516129,15.360176030165848,0.8295463361718718,0.622156621166307,0.781025785435453,1,0.12657021651363565
2023-01-02 04:00:00,Hyderabad,17.11,958.8,99.91,-0.1600000000000001,0.2999999999999545,1.039999999999992,17.93,0.7655847438396268,4,958.95,0.5089204259995992,93.99,5.457534241761668,1,15.40508064516129,2.0110283321706524,957.8040322580644,1.6932865620044693,88.14701612903225,15.13134613111388,0.8477848509466118,0.5881861725498408,0.7773917646877477,1,0.12087944328331679
2023-01-02 05:00:00,Hyderabad,16.94,959.5,100.0,-0.1699999999999981,0.7000000000000455,0.0900000000000034,17.57166666666667,0.5991132335933278,5,958.9,0.4147288270661095,96.31666666666666,4.227546175580795,1,15.2025,2.048777396677884,958.5120967741937,1.6792174300996483,89.02008064516129,14.844518273008092,0.8480667557233786,0.5883116790586423,0.7396615473068998,1,0.1016439761460266
